ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
362;0,0887;-0,0484;-662,2213;59,1964;59,1964;default broker;17139,1819;0,0000;0,0000;1532,0817;1532,0817;-0,0000;VidyutVanika;-16937,3649;0,0000;0,0000;-1514,0411;-1514,0411;-0,0000;TUC_TAC22;-864,0382;1262,9103;0,0000;-77,2369;-77,2369;-0,0000
363;0,1002;-0,0482;-211,0827;21,1912;21,1912;default broker;16117,9295;0,0000;0,0000;1618,1279;1618,1279;-0,0000;VidyutVanika;-15043,4187;0,0000;0,0000;-1510,2545;-1510,2545;-0,0000;TUC_TAC22;-1285,5934;871,0372;0,0000;-129,0646;-129,0646;-0,0000
364;0,1185;-0,0464;-2437,3547;294,7942;224,8005;default broker;14899,6983;0,0000;0,0000;1802,0952;1802,0952;-0,0000;VidyutVanika;-16907,4830;0,0000;0,0000;-2044,9336;-2044,9336;-0,0000;TUC_TAC22;-429,5700;569,9075;569,9075;-51,9558;-51,9558;69,9937
365;0,1004;-0,0449;1525,1065;66,1485;30,2907;default broker;14176,8240;0,0000;0,0000;-614,8921;614,8921;-0,0000;VidyutVanika;-11146,5626;-840,0000;-840,0000;483,4604;-483,4604;-35,8579;TUC_TAC22;-1505,1549;-3116,7915;0,0000;65,2832;5,4944;-0,0000
366;0,1156;-0,0442;9003,5785;316,8473;294,1441;default broker;12086,2223;0,0000;0,0000;-425,3295;425,3295;-0,0000;VidyutVanika;-3058,9428;-840,0000;-840,0000;107,6481;-107,6481;-22,7033;TUC_TAC22;-23,7010;-2960,7863;0,0000;0,8341;-0,7145;-0,0000
367;0,1171;-0,0516;26285,2798;666,0711;-0,0000;default broker;9943,5884;0,0000;0,0000;-251,9713;252,1207;-0,0000;VidyutVanika;15331,8580;-311,4632;-311,4632;-388,5105;388,5105;0,1974;TUC_TAC22;1009,8334;-2448,3756;0,0000;-25,5893;25,6044;-0,0000
368;0,1202;-0,0508;46679,0125;190,0297;77,5969;default broker;8313,0645;0,0000;0,0000;-33,8424;30,5176;-0,0000;VidyutVanika;37641,1473;-160,9947;-160,9947;-153,2366;-185,5050;395,9801;TUC_TAC22;724,8008;-2185,3411;-2185,3411;-2,9507;-6,1031;477,4837
369;0,1135;-0,0515;49222,4332;114,2667;68,6625;default broker;8004,5227;0,0000;0,0000;-18,5820;31,1877;-0,0000;VidyutVanika;40354,5218;-160,9947;-160,9947;-93,6804;-215,2658;448,5364;TUC_TAC22;863,3886;-2650,9203;-2650,9203;-2,0043;-8,4568;558,3149
370;0,1168;-0,0507;49032,6215;83,4902;58,3845;default broker;8179,8074;0,0000;0,0000;-13,9281;27,1891;-0,0000;VidyutVanika;40427,7049;-60,3211;-60,3211;-68,8382;-254,2811;469,0812;TUC_TAC22;425,1092;-2270,1556;-2270,1556;-0,7239;-4,3981;568,5224
371;0,1122;-0,0501;57181,4213;-402,9559;-109,8848;default broker;8917,2078;0,0000;0,0000;62,8393;5,2451;-0,0000;VidyutVanika;47753,4755;-1,1842;-1,1842;336,5174;-585,7592;734,9743;TUC_TAC22;510,7380;-2317,0848;-2317,0848;3,5992;-8,8261;878,3520
372;0,1189;-0,0501;57414,6757;-419,1510;-110,0530;default broker;10154,0146;0,0000;0,0000;74,1285;8,7362;-0,0000;VidyutVanika;46461,3359;-1,1842;-1,1842;339,1870;-554,6115;734,6952;TUC_TAC22;799,3252;-2564,5146;-2564,5146;5,8354;-13,9774;894,0046
373;0,1168;-0,0477;58637,6300;-639,2853;-275,6826;default broker;12078,1771;0,0000;0,0000;131,6800;-40,6106;-0,0000;VidyutVanika;45634,3432;-1,1842;-1,1842;497,5195;-796,4088;826,1066;TUC_TAC22;925,1097;-1147,0111;-1147,0111;10,0858;-18,6177;904,4717
374;0,1190;-0,0502;46244,9292;181,2522;70,8165;default broker;13549,2364;0,0000;0,0000;-53,1048;38,4110;-0,0000;VidyutVanika;32588,5018;-121,1842;-121,1842;-127,7273;-206,4732;419,6439;TUC_TAC22;107,1910;-1362,9579;-1362,9579;-0,4201;-0,9142;470,3597
375;0,1212;-0,0516;32847,9474;617,0227;-0,0000;default broker;15961,4726;0,0000;0,0000;-299,8236;301,4657;-0,0000;VidyutVanika;16701,0549;-121,1842;-121,1842;-313,7161;313,7161;1,6896;TUC_TAC22;185,4199;-620,1626;0,0000;-3,4830;3,5020;-0,0000
376;0,1326;-0,0490;10267,9517;398,0030;396,6994;default broker;17763,7979;0,0000;0,0000;-688,5546;688,5546;-0,0000;VidyutVanika;-6926,8378;-45,6789;-45,6789;268,4958;-268,4958;-1,3036;TUC_TAC22;-569,0084;-620,1626;0,0000;22,0557;-21,9112;-0,0000
377;0,1343;-0,0492;21939,9078;599,0187;-0,0000;default broker;19001,3800;0,0000;0,0000;-518,7890;518,7767;-0,0000;VidyutVanika;3912,0784;-1,3263;-1,3263;-106,8103;106,8103;-0,0071;TUC_TAC22;-973,5505;-620,1626;0,0000;26,5806;-26,5799;-0,0000
378;0,1361;-0,0505;16915,6052;568,0388;-0,0000;default broker;19953,4570;0,0000;0,0000;-670,0522;670,0522;-0,0000;VidyutVanika;-2041,0919;-1,3263;-1,3263;68,5414;-68,5414;-0,0221;TUC_TAC22;-996,7600;-888,9882;0,0000;33,4720;-33,4693;-0,0000
379;0,2150;-0,0399;17981,6346;394,7096;-0,0000;default broker;21403,5214;0,0000;0,0000;-469,8224;469,8224;-0,0000;VidyutVanika;-2172,7496;-1,3263;-1,3263;47,6934;-47,6934;-0,0053;TUC_TAC22;-1249,1372;-618,7716;0,0000;27,4194;-27,4187;-0,0000
380;0,1340;-0,0496;12679,4173;467,9202;466,9173;default broker;22351,9145;0,0000;0,0000;-824,8732;824,8732;-0,0000;VidyutVanika;-8938,0117;-41,3263;-41,3263;329,8476;-329,8476;-1,0028;TUC_TAC22;-734,4855;-952,3825;0,0000;27,1054;-26,9892;-0,0000
381;0,1628;-0,0496;8907,0707;362,3063;360,9917;default broker;22091,9150;0,0000;0,0000;-898,6165;898,6165;-0,0000;VidyutVanika;-12366,5453;-41,3263;-41,3263;503,0248;-503,0248;-1,3146;TUC_TAC22;-818,2990;-1516,2287;0,0000;33,2853;-33,0438;-0,0000
382;0,1344;-0,0475;658,9710;30,8669;30,1204;default broker;21797,4799;0,0000;0,0000;-1021,0164;1021,0164;-0,0000;VidyutVanika;-20705,5528;-16,1579;-16,1579;969,8694;-969,8694;-0,7465;TUC_TAC22;-432,9560;-2170,5276;0,0000;20,2801;-19,2992;-0,0000
383;0,1491;-0,0501;-8111,8947;1275,6761;761,1865;default broker;21547,1280;0,0000;0,0000;3388,5000;3388,5000;-0,0000;VidyutVanika;-29043,0150;1160,0000;0,0000;-4567,3027;-4567,3027;-0,0000;TUC_TAC22;-616,0077;3171,9477;3171,9477;-96,8733;-96,8733;514,4896
384;0,1335;-0,0462;-13289,4535;1950,9299;1522,3965;default broker;20434,5507;0,0000;0,0000;2999,8507;2999,8507;-0,0000;VidyutVanika;-31863,7356;1160,0000;0,0000;-4677,6879;-4677,6879;-0,0000;TUC_TAC22;-1860,2685;2723,1080;2723,1080;-273,0928;-273,0928;428,5334
385;0,1265;-0,0480;-6796,6646;905,7162;632,9238;default broker;18641,3375;0,0000;0,0000;2484,1245;2484,1245;-0,0000;VidyutVanika;-22647,3259;1160,0000;0,0000;-3017,9582;-3017,9582;-0,0000;TUC_TAC22;-2790,6762;1975,6112;1975,6112;-371,8825;-371,8825;272,7923
386;0,1265;-0,0485;-12626,9862;1756,6128;1606,7843;default broker;17866,4913;0,0000;0,0000;2485,5106;2485,5106;-0,0000;VidyutVanika;-23266,0414;1160,0000;0,0000;-3236,6731;-3236,6731;-0,0000;TUC_TAC22;-7227,4360;993,8946;993,8946;-1005,4503;-1005,4503;149,8285
387;0,1199;-0,0471;-11444,5428;1503,4415;1359,1639;default broker;16775,9136;0,0000;0,0000;2203,8106;2203,8106;-0,0000;VidyutVanika;-25918,7369;1160,0000;0,0000;-3404,8809;-3404,8809;-0,0000;TUC_TAC22;-2301,7195;1017,5116;1017,5116;-302,3712;-302,3712;144,2776
388;0,1314;-0,0477;-3672,8523;496,1150;320,3665;default broker;16001,8652;0,0000;0,0000;2161,4712;2161,4712;-0,0000;VidyutVanika;-18505,0295;1160,0000;0,0000;-2499,5891;-2499,5891;-0,0000;TUC_TAC22;-1169,6880;1278,4441;1278,4441;-157,9970;-157,9970;175,7485
389;0,1361;-0,0467;-6595,2179;941,3266;619,7677;default broker;15142,4830;0,0000;0,0000;2161,2663;2161,2663;-0,0000;VidyutVanika;-10643,3164;1160,0000;0,0000;-1519,1063;-1519,1063;-0,0000;TUC_TAC22;-11094,3846;2185,4173;2185,4173;-1583,4866;-1583,4866;321,5589
390;0,1757;-0,0484;-15032,9159;2866,6873;0,0000;default broker;12686,8973;0,0000;0,0000;2419,3156;2419,3156;-0,0000;VidyutVanika;-27108,6189;1160,0000;0,0000;-5169,4518;-5169,4518;-0,0000;TUC_TAC22;-611,1943;1718,8068;1718,8068;-116,5511;-116,5511;350,6506
391;0,1762;-0,0493;-13542,8593;2570,2952;0,0000;default broker;10273,0762;0,0000;0,0000;1949,7240;1949,7240;-0,0000;VidyutVanika;-23035,4538;1160,0000;0,0000;-4371,8918;-4371,8918;-0,0000;TUC_TAC22;-780,4818;2546,7539;2546,7539;-148,1274;-148,1274;511,3520
392;0,1325;-0,0478;19931,8196;555,9222;-0,0000;default broker;8674,6517;0,0000;0,0000;-241,9464;241,5716;-0,0000;VidyutVanika;14100,6900;-53,7368;-53,7368;-393,2851;393,2851;-0,4306;TUC_TAC22;-2843,5221;-1747,2001;0,0000;79,3092;-79,1864;-0,0000
393;0,1388;-0,0492;15777,2280;527,0228;-0,0000;default broker;8108,3199;0,0000;0,0000;-270,8505;270,0991;-0,0000;VidyutVanika;8874,0362;-41,3737;-41,3737;-296,4285;296,4285;-0,7310;TUC_TAC22;-1205,1281;-1747,8869;0,0000;40,2561;-40,1444;-0,0000
394;0,1372;-0,0477;10990,5548;403,2991;402,8822;default broker;8466,5058;0,0000;0,0000;-310,6789;310,0368;-0,0000;VidyutVanika;4901,7705;-16,2053;-16,2053;-179,8708;179,8708;-0,4168;TUC_TAC22;-2377,7216;-2232,0868;0,0000;87,2506;-87,0703;-0,0000
395;0,1640;-0,0498;1865,9328;89,4307;89,3652;default broker;8828,0675;0,0000;0,0000;-423,1129;422,4935;-0,0000;VidyutVanika;1838,6771;-1,4211;-1,4211;-88,1244;88,1244;-0,0655;TUC_TAC22;-8800,8118;-2459,8229;0,0000;421,8066;-421,1891;-0,0000
396;0,1277;-0,0476;-4087,8478;538,5963;248,5392;default broker;9606,0499;0,0000;0,0000;1265,6495;1265,6495;-0,0000;VidyutVanika;-5649,5302;1200,0000;0,0000;-744,3564;-744,3564;-0,0000;TUC_TAC22;-8044,3675;2169,8936;2169,8936;-1059,8893;-1059,8893;290,0571
397;0,1283;-0,0384;-441,5787;56,8293;0,0000;default broker;11824,0287;0,0000;0,0000;1521,7016;1521,7016;-0,0000;VidyutVanika;-8966,2567;1200,0000;0,0000;-1153,9187;-1153,9187;-0,0000;TUC_TAC22;-3299,3507;2983,3695;441,5787;-424,6122;-424,6122;56,8293
398;0,1400;-0,0371;-6434,5689;941,9536;451,6758;default broker;14097,4381;0,0000;0,0000;2063,7176;2063,7176;-0,0000;VidyutVanika;-18349,4039;1200,0000;0,0000;-2686,1610;-2686,1610;-0,0000;TUC_TAC22;-2182,6031;3278,4489;3278,4489;-319,5103;-319,5103;490,2778
399;0,1174;-0,0370;-5147,7675;630,8184;146,9567;default broker;16113,9858;0,0000;0,0000;1974,6423;1974,6423;-0,0000;VidyutVanika;-15289,3602;1200,0000;0,0000;-1873,5909;-1873,5909;-0,0000;TUC_TAC22;-5972,3931;3909,0181;3909,0181;-731,8698;-731,8698;483,8617
400;0,1347;-0,0359;-5978,5272;841,0593;296,0856;default broker;18031,4484;0,0000;0,0000;2536,6646;2536,6646;-0,0000;VidyutVanika;-19742,0092;1200,0000;0,0000;-2777,3063;-2777,3063;-0,0000;TUC_TAC22;-4267,9665;3815,1841;3815,1841;-600,4176;-600,4176;544,9737
401;0,1258;-0,0360;11871,2163;287,0152;-0,0000;default broker;19484,1788;0,0000;0,0000;-471,0769;471,0769;-0,0000;VidyutVanika;-8418,4257;-8,5263;-8,5263;203,5357;-203,5357;-0,1050;TUC_TAC22;805,4631;-1236,9091;0,0000;-19,4740;19,4740;-0,0000
402;0,1250;-0,0353;6972,6245;197,5866;197,5562;default broker;20206,3060;0,0000;0,0000;-572,5958;572,5958;-0,0000;VidyutVanika;-10810,9621;-1,4211;-1,4211;306,3554;-306,3554;-0,0304;TUC_TAC22;-2422,7194;-1837,3984;0,0000;68,6538;-68,6327;-0,0000
403;0,1392;-0,0476;4828,7070;206,7190;206,6650;default broker;21772,9285;0,0000;0,0000;-932,1082;932,1082;-0,0000;VidyutVanika;-14436,6845;-1,4211;-1,4211;618,0405;-618,0405;-0,0540;TUC_TAC22;-2507,5370;-1858,7513;0,0000;107,3487;-107,2926;-0,0000
404;0,1497;-0,0358;5647,9383;170,2644;170,2296;default broker;22566,4081;0,0000;0,0000;-680,2935;680,2935;-0,0000;VidyutVanika;-12145,3053;-1,4211;-1,4211;366,1359;-366,1359;-0,0348;TUC_TAC22;-4773,1645;-1742,2067;0,0000;143,8932;-143,8343;-0,0000
405;0,1795;-0,0475;3834,2858;167,4268;167,3702;default broker;22006,3505;0,0000;0,0000;-960,9230;960,9230;-0,0000;VidyutVanika;-14221,9367;-1,4211;-1,4211;621,0110;-621,0110;-0,0566;TUC_TAC22;-3950,1280;-2619,9963;0,0000;172,4852;-172,3685;-0,0000
406;0,1240;-0,0351;-8751,4668;1161,7186;901,2062;default broker;21908,5238;0,0000;0,0000;2908,2599;2908,2599;-0,0000;VidyutVanika;-26683,6045;1200,0000;0,0000;-3542,1308;-3542,1308;-0,0000;TUC_TAC22;-3976,3861;1865,7161;1865,7161;-527,8477;-527,8477;260,5124
407;0,1166;-0,0361;-18738,1393;2535,1077;2181,0689;default broker;21655,1328;0,0000;0,0000;2929,7516;2929,7516;-0,0000;VidyutVanika;-34822,3167;1200,0000;0,0000;-4711,1573;-4711,1573;-0,0000;TUC_TAC22;-5570,9554;2333,8765;2333,8765;-753,7019;-753,7019;354,0388
408;0,1293;-0,0353;-14770,6626;2128,2810;1814,4004;default broker;20907,2661;0,0000;0,0000;3012,4943;3012,4943;-0,0000;VidyutVanika;-27336,7285;1200,0000;0,0000;-3938,9052;-3938,9052;-0,0000;TUC_TAC22;-8341,2002;2001,0494;2001,0494;-1201,8701;-1201,8701;313,8806
409;0,1205;-0,0356;-21094,1461;2987,3919;2782,9841;default broker;19341,9231;0,0000;0,0000;2739,2389;2739,2389;-0,0000;VidyutVanika;-33552,9019;1200,0000;0,0000;-4751,8240;-4751,8240;-0,0000;TUC_TAC22;-6883,1673;1266,0760;1266,0760;-974,8069;-974,8069;204,4079
410;0,1170;-0,0359;-9687,7098;1227,0220;1107,3124;default broker;18526,3929;0,0000;0,0000;2346,5084;2346,5084;-0,0000;VidyutVanika;-19437,6415;1200,0000;0,0000;-2461,9249;-2461,9249;-0,0000;TUC_TAC22;-8776,4612;883,7164;883,7164;-1111,6055;-1111,6055;119,7096
411;0,1247;-0,0351;-14864,8666;2074,1621;1901,8425;default broker;17684,5642;0,0000;0,0000;2467,6073;2467,6073;-0,0000;VidyutVanika;-20347,7121;1200,0000;0,0000;-2839,2084;-2839,2084;-0,0000;TUC_TAC22;-12201,7187;1124,2504;1124,2504;-1702,5610;-1702,5610;172,3196
412;0,1320;-0,0380;754,9719;28,1265;27,7634;default broker;17077,4734;0,0000;0,0000;-636,2225;636,2225;-0,0000;VidyutVanika;-13920,8182;-9,9474;-9,9474;518,6210;-518,6210;-0,3632;TUC_TAC22;-2401,6833;-3517,9793;0,0000;89,4749;-87,1642;-0,0000
413;0,1195;-0,0432;-2610,8933;318,9155;92,5671;default broker;16170,5970;0,0000;0,0000;1975,2070;1975,2070;-0,0000;VidyutVanika;-15256,9001;1200,0000;0,0000;-1863,6007;-1863,6007;-0,0000;TUC_TAC22;-3524,5902;1841,4664;1841,4664;-430,5218;-430,5218;226,3484
414;0,1238;-0,0351;-3330,0409;423,1927;145,4147;default broker;13607,6201;0,0000;0,0000;1729,3019;1729,3019;-0,0000;VidyutVanika;-12587,1128;1200,0000;0,0000;-1599,6124;-1599,6124;-0,0000;TUC_TAC22;-4350,5482;2165,9540;2165,9540;-552,8822;-552,8822;277,7780
415;0,1256;-0,0457;24648,7661;519,2138;-0,0000;default broker;10712,8001;0,0000;0,0000;-225,6597;225,6730;-0,0000;VidyutVanika;7059,6439;-4,2632;-4,2632;-148,7078;148,7078;0,0153;TUC_TAC22;6876,3221;-1867,1376;0,0000;-144,8463;144,8548;-0,0000
416;0,1908;-0,0508;38565,4322;469,9031;34,4678;default broker;9046,2962;0,0000;0,0000;-110,2252;30,0356;-0,0000;VidyutVanika;23561,5072;-1,4211;-1,4211;-287,0868;36,8286;67,7508;TUC_TAC22;5957,6288;-4222,5206;-4222,5206;-72,5911;-19,5839;161,2774
417;0,1353;-0,0482;29005,0362;557,9410;-0,0000;default broker;8262,3110;0,0000;0,0000;-158,9339;158,9418;-0,0000;VidyutVanika;22151,6396;-1,4211;-1,4211;-426,1090;426,1090;0,0139;TUC_TAC22;-1408,9143;-3840,9523;0,0000;27,1019;-27,1032;-0,0000
418;0,1373;-0,0490;40484,1535;344,8023;75,0452;default broker;8368,5717;0,0000;0,0000;-71,2749;38,6033;-0,0000;VidyutVanika;29899,5124;-1,4211;-1,4211;-254,6532;2,7950;182,9419;TUC_TAC22;2216,0694;-3992,1729;-3992,1729;-18,8742;-12,0145;294,5776
419;0,1389;-0,0488;37782,4037;416,8558;53,3870;default broker;8946,8278;0,0000;0,0000;-98,7109;-34,1019;-0,0000;VidyutVanika;29797,9752;-1,4211;-1,4211;-328,7630;-292,3295;108,3657;TUC_TAC22;-962,3993;-3899,8399;-3899,8399;10,6182;3,6683;197,4370
420;0,1380;-0,0484;43937,9087;195,1210;84,9681;default broker;9750,7415;0,0000;0,0000;-43,3014;50,2931;-0,0000;VidyutVanika;30600,2874;-1,4211;-1,4211;-135,8908;-51,8781;301,0828;TUC_TAC22;3586,8798;-3988,4608;-3988,4608;-15,9287;-29,1950;442,6514
421;0,1366;-0,0404;34747,7423;197,3931;84,2828;default broker;11796,2625;0,0000;0,0000;-67,0116;50,3860;-0,0000;VidyutVanika;18537,5345;-1,4211;-1,4211;-105,3071;-42,7305;228,4885;TUC_TAC22;4413,9452;-2404,4756;-2404,4756;-25,0745;-26,4514;292,5566
422;0,2026;-0,0511;31894,4665;611,7568;-0,0000;default broker;13958,4844;0,0000;0,0000;-267,7329;267,7487;-0,0000;VidyutVanika;18282,8001;-1,4211;-1,4211;-350,6761;350,6761;0,0181;TUC_TAC22;-346,8180;-2305,2895;0,0000;6,6522;-6,6526;-0,0000
423;0,1236;-0,0363;24638,3087;286,1617;75,2567;default broker;15670,7443;0,0000;0,0000;-182,0079;54,5421;-0,0000;VidyutVanika;8599,0899;-1,4211;-1,4211;-99,8742;-7,4310;107,0316;TUC_TAC22;368,4746;-862,0022;-862,0022;-4,2796;-0,6314;117,4966
424;0,1361;-0,0468;23228,0228;546,9018;-0,0000;default broker;17824,1137;0,0000;0,0000;-419,6672;419,6665;-0,0000;VidyutVanika;2808,0197;-1,4211;-1,4211;-66,1146;66,1146;-0,0005;TUC_TAC22;2595,8894;-620,1626;0,0000;-61,1200;61,1199;-0,0000
425;0,1900;-0,0496;3024,4090;140,8132;140,7514;default broker;19430,2586;0,0000;0,0000;-904,6519;904,6519;-0,0000;VidyutVanika;-827,2736;-1,4211;-1,4211;38,5170;-38,5170;-0,0619;TUC_TAC22;-15578,5760;-1108,6046;0,0000;725,3217;-724,6844;-0,0000
426;0,2476;-0,0361;21035,2934;317,8602;39,4669;default broker;20863,2440;0,0000;0,0000;-315,2603;0,7629;-0,0000;VidyutVanika;-1891,6334;-1,4211;-1,4211;28,5841;-0,0692;43,3747;TUC_TAC22;2063,6828;-937,9154;-937,9154;-31,1839;-6,7223;48,0432
427;0,2308;-0,0475;13476,1705;458,5109;458,4817;default broker;21931,5610;0,0000;0,0000;-746,1957;746,1957;-0,0000;VidyutVanika;-1908,8051;-1,4211;-1,4211;64,9449;-64,9449;-0,0292;TUC_TAC22;-6546,5853;-1823,7871;0,0000;222,7399;-222,7115;-0,0000
428;0,2505;-0,0517;-4417,5299;1125,8940;0,0000;default broker;23121,2518;0,0000;0,0000;5892,9041;5496,6682;-0,0000;VidyutVanika;-6588,1294;1200,0000;0,0000;-1679,1139;-1679,1139;-0,0000;TUC_TAC22;-20950,6522;8754,0854;4417,5299;-5339,6843;-5339,6843;1050,1895
429;0,1967;-0,0353;7977,1500;217,6391;217,5842;default broker;22888,8061;0,0000;0,0000;-624,4709;624,4709;-0,0000;VidyutVanika;-11864,1103;-2,8421;-2,8421;323,6863;-323,6863;-0,0549;TUC_TAC22;-3047,5459;-2730,1782;0,0000;83,1456;-83,1037;-0,0000
430;0,2239;-0,0354;2065,9333;68,9102;68,8657;default broker;22245,4442;0,0000;0,0000;-742,0073;742,0073;-0,0000;VidyutVanika;-9757,2272;-1,4211;-1,4211;325,4569;-325,4569;-0,0445;TUC_TAC22;-10422,2836;-1864,7560;0,0000;347,6402;-347,1915;-0,0000
431;0,1371;-0,0353;-11,1590;1,5299;0,0000;default broker;21539,9629;0,0000;0,0000;2953,2099;2953,2099;-0,0000;VidyutVanika;-16043,8154;1200,0000;0,0000;-2199,6674;-2199,6674;-0,0000;TUC_TAC22;-5507,3065;7866,4772;11,1590;-755,0724;-755,0724;1,5299
432;0,1738;-0,0372;2905,6467;99,5243;99,4352;default broker;20524,2313;0,0000;0,0000;-702,9963;702,9963;-0,0000;VidyutVanika;-12520,4319;-2,8421;-2,8421;428,8501;-428,8501;-0,0891;TUC_TAC22;-5098,1528;-3441,7095;0,0000;174,6220;-174,3094;-0,0000
433;0,1629;-0,0367;-3441,1781;572,2872;0,0000;default broker;19005,4627;0,0000;0,0000;3160,7148;3160,7148;-0,0000;VidyutVanika;-15306,6574;1200,0000;0,0000;-2545,5828;-2545,5828;-0,0000;TUC_TAC22;-7139,9834;3585,6524;3441,1781;-1187,4192;-1187,4192;572,2872
434;0,1401;-0,0353;-12012,7020;1827,7937;1253,3197;default broker;18134,9297;0,0000;0,0000;2759,3217;2759,3217;-0,0000;VidyutVanika;-16790,8229;1200,0000;0,0000;-2554,8090;-2554,8090;-0,0000;TUC_TAC22;-13356,8088;3577,2596;3577,2596;-2032,3063;-2032,3063;574,4740
435;0,1656;-0,0350;-11371,3458;2012,0511;1542,6469;default broker;17195,3512;0,0000;0,0000;3042,5533;3042,5533;-0,0000;VidyutVanika;-11496,7663;1200,0000;0,0000;-2034,2431;-2034,2431;-0,0000;TUC_TAC22;-17069,9307;2526,5962;2526,5962;-3020,3614;-3020,3614;469,4042
436;0,1719;-0,0351;-4220,4152;743,3233;498,6844;default broker;16187,5979;0,0000;0,0000;2851,0507;2851,0507;-0,0000;VidyutVanika;-7240,0582;1200,0000;0,0000;-1275,1597;-1275,1597;-0,0000;TUC_TAC22;-13167,9549;1366,8565;1366,8565;-2319,2142;-2319,2142;244,6389
437;0,1809;-0,0351;-3412,7240;629,1231;0,0000;default broker;15043,1366;0,0000;0,0000;2773,1469;2773,1469;-0,0000;VidyutVanika;-4461,4599;1200,0000;0,0000;-822,4537;-822,4537;-0,0000;TUC_TAC22;-13994,4007;3517,2075;3412,7240;-2579,8162;-2579,8162;629,1231
438;0,1620;-0,0356;-2533,7684;416,8798;0,0000;default broker;12786,7865;0,0000;0,0000;2103,8043;2103,8043;-0,0000;VidyutVanika;-5287,0660;1200,0000;0,0000;-869,8786;-869,8786;-0,0000;TUC_TAC22;-10033,4889;3270,0122;2533,7684;-1650,8055;-1650,8055;416,8798
439;0,2321;-0,0362;13430,0630;306,0793;-0,0000;default broker;10545,2680;0,0000;0,0000;-240,3331;240,1867;-0,0000;VidyutVanika;8223,9092;-9,9474;-9,9474;-187,4279;187,4279;-0,0932;TUC_TAC22;-5339,1141;-4470,7207;0,0000;121,6816;-121,6075;-0,0000
440;0,2849;-0,0392;24346,1581;361,0915;-0,0000;default broker;8729,6336;0,0000;0,0000;-129,4741;-7,6872;-0,0000;VidyutVanika;16270,7569;-1,4211;-1,4211;-241,3207;-65,1441;-0,0263;TUC_TAC22;-654,2324;-3811,2212;-3676,1346;9,7033;0,5761;21,4525
441;0,3735;-0,0393;25426,5911;352,7936;-0,0000;default broker;8109,2343;0,0000;0,0000;-112,5155;-10,2132;-0,0000;VidyutVanika;20840,9504;-1,4211;-1,4211;-289,1679;-105,2527;-0,0263;TUC_TAC22;-3523,5936;-5495,9447;-4632,7080;48,8898;4,4378;32,0401
442;0,2664;-0,0561;-3860,0548;1043,1194;0,0000;default broker;8368,8174;0,0000;0,0000;2261,5419;2058,8865;-0,0000;VidyutVanika;11182,3890;1200,0000;0,0000;3021,8655;3021,8655;-0,0000;TUC_TAC22;-23411,2613;5777,5879;3860,0548;-6326,5268;-6326,5268;949,6461
443;0,2259;-0,0356;27636,1455;219,9533;79,5311;default broker;8770,0897;0,0000;0,0000;-69,8003;-30,5220;-0,0000;VidyutVanika;29608,7836;-2,8421;-2,8421;-235,6534;-296,2924;115,9036;TUC_TAC22;-10742,7278;-3765,8198;-3765,8198;85,5003;37,3872;175,7673
444;0,2107;-0,0508;12846,9494;486,9386;486,9030;default broker;9877,4714;0,0000;0,0000;-374,3863;374,3315;-0,0000;VidyutVanika;6876,2057;-1,4211;-1,4211;-260,6292;260,6292;-0,0356;TUC_TAC22;-3906,7278;-4261,7978;0,0000;148,0769;-148,0552;-0,0000
445;0,2446;-0,0510;4717,5938;218,4014;218,3423;default broker;12042,9739;0,0000;0,0000;-557,5304;557,2287;-0,0000;VidyutVanika;777,4170;-1,4211;-1,4211;-35,9906;35,9906;-0,0591;TUC_TAC22;-8102,7970;-3056,1212;0,0000;375,1196;-374,9166;-0,0000
446;0,2625;-0,0570;-18082,4802;5073,8058;2593,2349;default broker;13761,0884;0,0000;0,0000;3861,2563;3849,7649;-0,0000;VidyutVanika;-936,6778;1000,0000;1000,0000;-262,8246;-262,8246;282,5748;TUC_TAC22;-30906,8908;7550,0123;7550,0123;-8672,2374;-8672,2374;2182,8960
447;0,2216;-0,0353;17731,9654;310,7532;-0,0000;default broker;15924,6775;0,0000;0,0000;-279,0804;277,6560;-0,0000;VidyutVanika;1868,5949;-1000,0000;-1000,0000;-32,7472;-1,6562;-10,1421;TUC_TAC22;-61,3070;-513,6154;0,0000;1,0744;-1,0689;-0,0000
448;0,2384;-0,0469;7386,9685;292,1295;290,3195;default broker;18083,6608;0,0000;0,0000;-715,1473;715,1473;-0,0000;VidyutVanika;-8640,0541;-56,1842;-56,1842;341,6848;-341,6848;-1,8100;TUC_TAC22;-2056,6382;-500,9760;0,0000;81,3330;-80,3252;-0,0000
449;0,2583;-0,0517;-6115,1343;1617,0876;0,0000;default broker;19242,0179;0,0000;0,0000;5088,3640;4853,7664;-0,0000;VidyutVanika;-5538,0229;1000,0000;0,0000;-1464,4761;-1464,4761;-0,0000;TUC_TAC22;-19819,1293;10022,2439;6115,1343;-5240,9755;-5240,9755;1542,5322
