ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
1054;0,1041;-0,0435;29109,2367;417,7530;-0,0000;default broker;21797,4799;0,0000;0,0000;-312,8204;378,7955;-0,0000;VidyutVanika;6438,7217;-1,2789;-1,2789;-92,4035;111,9012;-0,0237;TUC_TAC22;873,0351;-6139,8487;-4156,6153;-12,5291;-1,3207;44,0553
1055;0,1096;-0,0446;17503,0950;474,6991;-0,0000;default broker;21547,1280;0,0000;0,0000;-584,3767;584,3464;-0,0000;VidyutVanika;99,2603;-1,2789;-1,2789;-2,6920;2,6920;-0,0123;TUC_TAC22;-4143,2933;-4553,6011;0,0000;112,3697;-112,3639;-0,0000
1056;0,1157;-0,0452;14712,2777;447,9564;-0,0000;default broker;20434,5507;0,0000;0,0000;-622,1871;622,1871;-0,0000;VidyutVanika;-5492,6223;-1,2789;-1,2789;167,2382;-167,2382;-0,0201;TUC_TAC22;-229,6507;-5520,0064;0,0000;6,9924;-6,9917;-0,0000
1057;0,1057;-0,0434;10750,5771;351,4857;351,4577;default broker;18641,3375;0,0000;0,0000;-609,4709;609,4709;-0,0000;VidyutVanika;-5263,9259;-1,2789;-1,2789;172,1019;-172,1019;-0,0281;TUC_TAC22;-2626,8344;-7061,1656;0,0000;85,8833;-85,8696;-0,0000
1058;0,1027;-0,0433;-12460,9258;1435,3067;0,0000;default broker;17866,4913;0,0000;0,0000;2057,9446;2057,9446;-0,0000;VidyutVanika;-11436,2329;1160,0000;0,0000;-1317,2779;-1317,2779;-0,0000;TUC_TAC22;-18891,1841;1942,2846;0,0000;-2175,9734;-2175,9734;-0,0000
1059;0,0852;-0,0418;665,0115;27,3466;27,1837;default broker;16775,9136;0,0000;0,0000;-689,8598;681,6406;-0,0000;VidyutVanika;3999,3125;-4,0263;-4,0263;-164,4599;164,4599;-0,1629;TUC_TAC22;-20110,2146;-8164,2682;0,0000;826,9731;-817,1202;-0,0000
1060;0,1012;-0,0437;8631,7527;302,7194;302,6830;default broker;16001,8652;0,0000;0,0000;-561,1924;561,0578;-0,0000;VidyutVanika;6400,7087;-1,3737;-1,3737;-224,4757;224,4757;-0,0363;TUC_TAC22;-13770,8212;-7393,6070;0,0000;482,9487;-482,8329;-0,0000
1061;0,1045;-0,0359;10335,9228;263,8090;-0,0000;default broker;15142,4830;0,0000;0,0000;-386,4892;386,4281;-0,0000;VidyutVanika;8372,0879;-1,3737;-1,3737;-213,6850;213,6850;-0,0209;TUC_TAC22;-13178,6481;-5233,8749;0,0000;336,3653;-336,3121;-0,0000
1062;0,1073;-0,0441;3572,9532;144,8803;144,8295;default broker;12686,8973;0,0000;0,0000;-514,4433;514,0825;-0,0000;VidyutVanika;179,8007;-1,3737;-1,3737;-7,2908;7,2908;-0,0508;TUC_TAC22;-9293,7449;-6414,0817;0,0000;376,8537;-376,5895;-0,0000
1063;0,1167;-0,0468;31335,5655;485,5776;-0,0000;default broker;10273,0762;0,0000;0,0000;-159,1921;-12,6558;-0,0000;VidyutVanika;23344,3453;-1,3737;-1,3737;-361,7452;-92,3658;-0,0254;TUC_TAC22;-2281,8560;-4285,4251;-3011,6882;35,3598;2,8111;38,6251
1064;0,1184;-0,0463;48998,4004;-132,0575;22,9884;default broker;8675,3546;0,0000;0,0000;23,3813;-114,4406;-0,0000;VidyutVanika;41795,3236;-1,3737;-1,3737;112,6442;-1054,1779;477,2928;TUC_TAC22;-1472,2779;-4032,6139;-4032,6139;-3,9680;19,4215;669,4199
1065;0,1208;-0,0463;56834,4838;-600,2861;-173,4646;default broker;8108,3199;0,0000;0,0000;85,6401;-158,9260;-0,0000;VidyutVanika;50747,7767;-1,3737;-1,3737;535,9983;-1715,5141;703,9252;TUC_TAC22;-2021,6128;-3718,2501;-3718,2501;-21,3523;39,6243;940,6042
1066;0,1311;-0,0481;47772,8318;17,0098;59,0393;default broker;8467,8036;0,0000;0,0000;-3,0150;-94,1375;-0,0000;VidyutVanika;41119,9109;-1,3737;-1,3737;-14,6410;-920,0566;426,9588;TUC_TAC22;-1814,8827;-3738,8820;-3738,8820;0,6462;20,1762;590,2002
1067;0,1214;-0,0466;28518,6530;514,4254;-0,0000;default broker;8829,3810;0,0000;0,0000;-159,2662;-1,4504;-0,0000;VidyutVanika;22297,8309;-1,3737;-1,3737;-402,2129;-14,0122;-0,0254;TUC_TAC22;-2608,5588;-4616,5874;-469,5320;47,0537;0,4285;4,6992
1068;0,1175;-0,0463;6058,8767;243,6228;243,5759;default broker;9606,6738;0,0000;0,0000;-386,2770;386,1283;-0,0000;VidyutVanika;3715,6703;-1,3737;-1,3737;-149,4043;149,4043;-0,0469;TUC_TAC22;-7263,4675;-3633,5858;0,0000;292,0585;-291,9460;-0,0000
1069;0,1296;-0,0368;1316,2772;46,6771;46,6302;default broker;11824,0287;0,0000;0,0000;-419,2971;419,2971;-0,0000;VidyutVanika;-4707,7632;-1,3737;-1,3737;166,9441;-166,9441;-0,0469;TUC_TAC22;-5799,9883;-1234,1535;0,0000;205,6759;-205,2626;-0,0000
1070;0,1146;-0,0370;12375,3628;304,4366;-0,0000;default broker;14098,7115;0,0000;0,0000;-346,8314;346,7931;-0,0000;VidyutVanika;5511,3489;-1,3737;-1,3737;-135,5804;135,5804;-0,0168;TUC_TAC22;-7234,6977;-1685,5298;0,0000;177,9751;-177,9555;-0,0000
1071;0,1119;-0,0434;12910,7336;393,8327;-0,0000;default broker;16113,9858;0,0000;0,0000;-491,5456;491,4853;-0,0000;VidyutVanika;4160,2551;-1,3737;-1,3737;-126,9056;126,9056;-0,0242;TUC_TAC22;-7363,5073;-1017,9559;0,0000;224,6185;-224,5909;-0,0000
1072;0,1127;-0,0362;7633,2456;218,3758;218,3470;default broker;18032,7915;0,0000;0,0000;-515,8913;515,7551;-0,0000;VidyutVanika;404,1123;-1,3737;-1,3737;-11,5610;11,5610;-0,0288;TUC_TAC22;-10803,6581;-561,9148;0,0000;309,0765;-308,9950;-0,0000
1073;0,1280;-0,0478;22020,9382;568,7053;-0,0000;default broker;19484,1788;0,0000;0,0000;-503,1918;503,1826;-0,0000;VidyutVanika;12121,0446;-1,3737;-1,3737;-313,0340;313,0340;-0,0052;TUC_TAC22;-9584,2852;-1338,9732;0,0000;247,5205;-247,5160;-0,0000
1074;0,1286;-0,0478;14354,7996;479,9437;479,9175;default broker;20206,3060;0,0000;0,0000;-675,5851;675,5113;-0,0000;VidyutVanika;7168,8830;-1,3737;-1,3737;-239,6871;239,6871;-0,0262;TUC_TAC22;-13020,3895;-3177,1608;0,0000;435,3285;-435,2810;-0,0000
1075;0,1158;-0,0465;18736,7775;520,6007;-0,0000;default broker;21772,9285;0,0000;0,0000;-604,9600;604,9311;-0,0000;VidyutVanika;9613,8011;-1,3737;-1,3737;-267,1191;267,1191;-0,0124;TUC_TAC22;-12649,9521;-3360,1705;0,0000;351,4784;-351,4617;-0,0000
1076;0,1100;-0,0462;6388,8272;254,3313;254,2568;default broker;22567,1271;0,0000;0,0000;-898,3692;897,8436;-0,0000;VidyutVanika;559,6427;-2,2263;-2,2263;-22,2787;22,2787;-0,0744;TUC_TAC22;-16737,9426;-3372,7922;0,0000;666,3167;-665,9268;-0,0000
1077;0,1178;-0,0463;-1361,8530;162,2403;0,0000;default broker;22006,3505;0,0000;0,0000;2621,6612;2621,6612;-0,0000;VidyutVanika;-5249,8876;1120,0000;0,0000;-625,4298;-625,4298;-0,0000;TUC_TAC22;-18118,3158;4255,1230;1361,8530;-2158,4718;-2158,4718;162,2403
1078;0,0983;-0,0434;2141,9084;88,2852;88,1816;default broker;21908,5238;0,0000;0,0000;-903,0261;903,0261;-0,0000;VidyutVanika;-935,8714;-2,6526;-2,6526;38,5748;-38,5748;-0,1037;TUC_TAC22;-18830,7440;-5408,8615;0,0000;776,1661;-774,3434;-0,0000
1079;0,0963;-0,0437;-10565,0843;1128,9160;0,0000;default broker;21655,1328;0,0000;0,0000;2313,9263;2313,9263;-0,0000;VidyutVanika;-11410,7170;1120,0000;0,0000;-1219,2748;-1219,2748;-0,0000;TUC_TAC22;-20809,5001;3958,0484;0,0000;-2223,5675;-2223,5675;-0,0000
1080;0,0988;-0,0443;-7196,0394;763,0612;763,0612;default broker;20907,2661;0,0000;0,0000;2216,9866;2216,9866;-0,0000;VidyutVanika;-8763,2200;1120,0000;0,0000;-929,2435;-929,2435;-0,0000;TUC_TAC22;-19340,0856;4081,6143;0,0000;-2050,8043;-2050,8043;-0,0000
1081;0,0863;-0,0381;-15067,1874;1527,7324;0,0000;default broker;19341,9231;0,0000;0,0000;1961,1678;1961,1678;-0,0000;VidyutVanika;-13876,0652;1120,0000;0,0000;-1406,9590;-1406,9590;-0,0000;TUC_TAC22;-20533,0454;1089,5549;0,0000;-2081,9412;-2081,9412;-0,0000
1082;0,1136;-0,0366;-12804,1687;1617,9025;1097,8759;default broker;18526,3929;0,0000;0,0000;2340,9483;2040,8433;-0,0000;VidyutVanika;-16277,7684;1120,0000;0,0000;-2056,8178;-1793,1378;-0,0000;TUC_TAC22;-15052,7932;1869,2709;1869,2709;-1902,0330;-1640,9094;275,2960
1083;0,0979;-0,0357;-7679,7305;810,6849;810,6849;default broker;17684,5642;0,0000;0,0000;1866,8115;1866,8115;-0,0000;VidyutVanika;-6527,4981;1120,0000;0,0000;-689,0534;-689,0534;-0,0000;TUC_TAC22;-18836,7966;2278,2196;0,0000;-1988,4431;-1988,4431;-0,0000
1084;0,1052;-0,0350;8221,2903;220,3988;220,2437;default broker;17077,4734;0,0000;0,0000;-457,8179;457,1739;-0,0000;VidyutVanika;1870,5573;-8,3368;-8,3368;-50,1465;50,1465;-0,1550;TUC_TAC22;-10726,7404;-8051,5264;0,0000;287,5656;-287,1611;-0,0000
1085;0,1129;-0,0420;4887,4633;181,5042;181,4614;default broker;16170,5970;0,0000;0,0000;-600,5224;600,2394;-0,0000;VidyutVanika;2299,4261;-1,3263;-1,3263;-85,3931;85,3931;-0,0428;TUC_TAC22;-13582,5598;-6072,9574;0,0000;504,4113;-504,1735;-0,0000
1086;0,1187;-0,0364;-236,7942;28,1678;0,0000;default broker;13607,6201;0,0000;0,0000;1618,6933;1618,6933;-0,0000;VidyutVanika;-5210,6291;1120,0000;0,0000;-619,8300;-619,8300;-0,0000;TUC_TAC22;-8633,7851;3533,7035;236,7942;-1027,0312;-1027,0312;28,1678
1087;0,1258;-0,0370;15289,6247;332,1458;-0,0000;default broker;10712,8001;0,0000;0,0000;-232,7207;232,6968;-0,0000;VidyutVanika;2927,0534;-2,6526;-2,6526;-63,5862;63,5862;-0,0171;TUC_TAC22;1649,7713;-4092,4346;0,0000;-35,8390;35,8353;-0,0000
1088;0,1267;-0,0363;28824,7693;214,3393;82,0388;default broker;9046,2962;0,0000;0,0000;-67,2677;46,3635;-0,0000;VidyutVanika;3974,5711;-1,2316;-1,2316;-29,5547;2,3635;130,5818;TUC_TAC22;15803,9020;-3716,8481;-3716,8481;-117,5169;-62,5989;196,2395
1089;0,1254;-0,0367;22008,1891;323,4426;22,0379;default broker;8262,3110;0,0000;0,0000;-121,4268;12,8159;-0,0000;VidyutVanika;3731,6210;-1,2316;-1,2316;-54,8416;1,8423;23,2755;TUC_TAC22;10014,2572;-2532,3815;-2532,3815;-147,1742;-6,0622;35,3696
1090;0,1284;-0,0401;8570,2341;269,8191;269,7909;default broker;8371,2417;0,0000;0,0000;-263,5542;263,4990;-0,0000;VidyutVanika;438,7073;-1,2316;-1,2316;-13,8119;13,8119;-0,0282;TUC_TAC22;-239,7149;-2504,3805;0,0000;7,5470;-7,5454;-0,0000
1091;0,1233;-0,0353;4955,2356;150,4737;150,4424;default broker;8948,6470;0,0000;0,0000;-271,7400;271,6270;-0,0000;VidyutVanika;1414,3055;-1,2316;-1,2316;-42,9477;42,9477;-0,0313;TUC_TAC22;-5407,7170;-3336,1414;0,0000;164,2140;-164,1457;-0,0000
1092;0,1398;-0,0356;12745,3468;290,8327;-0,0000;default broker;9751,5500;0,0000;0,0000;-222,5180;222,4990;-0,0000;VidyutVanika;5346,7722;-1,2316;-1,2316;-122,0066;122,0066;-0,0124;TUC_TAC22;-2352,9754;-3532,2523;0,0000;53,6919;-53,6873;-0,0000
1093;0,1223;-0,0415;7681,3936;260,0795;260,0472;default broker;11796,2625;0,0000;0,0000;-399,4022;399,3032;-0,0000;VidyutVanika;1739,7302;-1,2316;-1,2316;-58,9044;58,9044;-0,0322;TUC_TAC22;-5854,5991;-2839,7265;0,0000;198,2272;-198,1780;-0,0000
1094;0,1313;-0,0397;2310,9690;86,3588;86,2874;default broker;13958,4844;0,0000;0,0000;-521,6156;520,7529;-0,0000;VidyutVanika;2923,3610;-2,0368;-2,0368;-109,2433;109,2433;-0,0714;TUC_TAC22;-14570,8764;-2066,9663;0,0000;544,5001;-543,5996;-0,0000
1095;0,1277;-0,0402;8020,8999;258,5023;258,4713;default broker;15669,7336;0,0000;0,0000;-505,0134;504,8925;-0,0000;VidyutVanika;2488,6220;-1,2789;-1,2789;-80,2048;80,2048;-0,0310;TUC_TAC22;-10137,4557;-1413,3977;0,0000;326,7159;-326,6376;-0,0000
1096;0,1243;-0,0476;-2353,6963;298,1163;0,0000;default broker;17825,9329;0,0000;0,0000;2257,8107;2257,8107;-0,0000;VidyutVanika;-2229,4808;1080,0000;0,0000;-282,3833;-282,3833;-0,0000;TUC_TAC22;-17950,1483;8498,4262;2353,6963;-2273,5437;-2273,5437;298,1163
1097;0,1414;-0,0502;15736,0180;542,8029;542,7549;default broker;19430,2586;0,0000;0,0000;-670,2332;670,1147;-0,0000;VidyutVanika;7367,4971;-2,5579;-2,5579;-254,1367;254,1367;-0,0480;TUC_TAC22;-11061,7376;-1721,5246;0,0000;381,5669;-381,4994;-0,0000
1098;0,1370;-0,0503;9488,9079;387,0704;387,0303;default broker;20865,7661;0,0000;0,0000;-851,1538;850,9777;-0,0000;VidyutVanika;3242,5360;-1,2789;-1,2789;-132,2691;132,2691;-0,0400;TUC_TAC22;-14619,3943;-4133,1596;0,0000;596,3525;-596,2292;-0,0000
1099;0,1259;-0,0485;7188,3594;296,8915;296,8479;default broker;21931,5610;0,0000;0,0000;-905,8110;905,5448;-0,0000;VidyutVanika;3259,2934;-1,2789;-1,2789;-134,6144;134,6144;-0,0436;TUC_TAC22;-18002,4950;-3972,1550;0,0000;743,5338;-743,3153;-0,0000
1100;0,1330;-0,0496;8683,9118;355,2775;355,1905;default broker;23121,2518;0,0000;0,0000;-945,9401;945,4767;-0,0000;VidyutVanika;3759,9508;-2,7000;-2,7000;-153,8277;153,8277;-0,0870;TUC_TAC22;-18197,2907;-4400,3780;0,0000;744,4903;-744,1256;-0,0000
1101;0,1172;-0,0468;8216,6480;316,6722;316,6305;default broker;22888,8061;0,0000;0,0000;-882,1417;882,1417;-0,0000;VidyutVanika;-1167,4248;-1,3737;-1,3737;44,9929;-44,9929;-0,0417;TUC_TAC22;-13504,7333;-6606,8399;0,0000;520,4766;-520,3397;-0,0000
1102;0,1104;-0,0442;282,5942;12,4183;12,3583;default broker;22245,4442;0,0000;0,0000;-977,5527;977,5527;-0,0000;VidyutVanika;-5706,8349;-1,3737;-1,3737;250,7809;-250,7809;-0,0600;TUC_TAC22;-16256,0151;-7079,9666;0,0000;714,3535;-707,4531;-0,0000
1103;0,1084;-0,0452;-14224,6782;1744,2587;565,6662;default broker;21539,9629;0,0000;0,0000;2641,2737;1471,0919;-0,0000;VidyutVanika;-18107,4476;1160,0000;0,0000;-2220,3717;-1236,6651;-0,0000;TUC_TAC22;-17657,1936;2253,4692;2253,4692;-2165,1607;-1183,8360;337,4750
1104;0,1054;-0,0450;814,1077;35,9974;35,8782;default broker;20524,2313;0,0000;0,0000;-907,5208;907,5208;-0,0000;VidyutVanika;-17788,7101;-2,7474;-2,7474;786,5642;-786,5642;-0,1193;TUC_TAC22;-1921,4135;-5343,1838;0,0000;84,9592;-84,3963;-0,0000
1105;0,0926;-0,0392;-23385,8491;2712,7792;0,0000;default broker;19005,4627;0,0000;0,0000;2204,6505;2204,6505;-0,0000;VidyutVanika;-28261,0491;1160,0000;0,0000;-3278,3067;-3278,3067;-0,0000;TUC_TAC22;-14130,2627;1668,1932;331,7901;-1639,1230;-32,4988;46,1371
1106;0,0943;-0,0432;-15018,0689;1641,7696;0,0000;default broker;18134,9297;0,0000;0,0000;1982,5036;1982,5036;-0,0000;VidyutVanika;-18802,5592;1200,0000;0,0000;-2055,4886;-2055,4886;-0,0000;TUC_TAC22;-14350,4394;2189,0116;0,0000;-1568,7846;-1568,7846;-0,0000
1107;0,1011;-0,0434;-3634,1222;380,7242;380,7242;default broker;17195,3512;0,0000;0,0000;1801,4493;1801,4493;-0,0000;VidyutVanika;-11003,9928;1200,0000;0,0000;-1152,8194;-1152,8194;-0,0000;TUC_TAC22;-9825,4806;2227,5404;0,0000;-1029,3541;-1029,3541;-0,0000
1108;0,1015;-0,0432;-1523,1828;156,9191;156,9191;default broker;16187,5979;0,0000;0,0000;1667,6549;1667,6549;-0,0000;VidyutVanika;-10055,1792;1200,0000;0,0000;-1035,8899;-1035,8899;-0,0000;TUC_TAC22;-7655,6014;2665,1383;0,0000;-788,6841;-788,6841;-0,0000
1109;0,1077;-0,0362;-4966,4234;559,4493;0,0000;default broker;15043,1366;0,0000;0,0000;1694,5540;1694,5540;-0,0000;VidyutVanika;-5638,0734;1200,0000;0,0000;-635,1082;-635,1082;-0,0000;TUC_TAC22;-14371,4866;4846,6331;0,0000;-1618,8951;-1618,8951;-0,0000
1110;0,1140;-0,0357;-6102,0075;732,8362;0,0000;default broker;12786,7865;0,0000;0,0000;1535,6617;1535,6618;-0,0000;VidyutVanika;-6322,4704;1200,0000;0,0000;-759,3132;-759,3132;-0,0000;TUC_TAC22;-12566,3236;4540,7236;4428,4572;-1509,1847;-1125,7974;539,2581
1111;0,1197;-0,0353;568,1667;19,7227;19,3409;default broker;10545,2680;0,0000;0,0000;-366,0569;366,0569;-0,0000;VidyutVanika;-6825,9863;-11,1789;-11,1789;236,9498;-236,9498;-0,3818;TUC_TAC22;-3151,1150;-2293,5772;0,0000;109,3844;-105,1490;-0,0000
1112;0,1334;-0,0494;8340,1586;342,1102;342,0638;default broker;8729,7365;0,0000;0,0000;-358,0906;357,9933;-0,0000;VidyutVanika;3651,7680;-1,4211;-1,4211;-149,7942;149,7942;-0,0464;TUC_TAC22;-4041,3459;-3796,4437;0,0000;165,7745;-165,7295;-0,0000
1113;0,1265;-0,0484;20656,6768;572,0580;-0,0000;default broker;8109,2343;0,0000;0,0000;-224,5740;224,5661;-0,0000;VidyutVanika;4652,3082;-1,4211;-1,4211;-128,8392;128,8392;-0,0100;TUC_TAC22;7895,1343;-3382,5656;0,0000;-218,6448;218,6371;-0,0000
1114;0,1284;-0,0352;11039,8884;266,3934;-0,0000;default broker;8368,8174;0,0000;0,0000;-201,9403;201,9121;-0,0000;VidyutVanika;6377,5608;-1,4211;-1,4211;-153,8911;153,8911;-0,0186;TUC_TAC22;-3706,4899;-3650,8327;0,0000;89,4379;-89,4254;-0,0000
1115;0,1292;-0,0411;13039,7864;365,8805;-0,0000;default broker;8770,0897;0,0000;0,0000;-246,0780;246,0493;-0,0000;VidyutVanika;2385,0912;-1,4211;-1,4211;-66,9227;66,9227;-0,0213;TUC_TAC22;1884,6055;-3714,4440;0,0000;-52,8797;52,8736;-0,0000
1116;0,1622;-0,0356;19559,4079;312,7890;-0,0000;default broker;9877,4714;0,0000;0,0000;-157,9580;160,6125;-0,0000;VidyutVanika;3143,3881;-1,4211;-1,4211;-50,2682;51,1181;-0,0263;TUC_TAC22;6538,5484;-3710,5147;-2515,9516;-104,5628;-0,8805;2,6389
1117;0,1327;-0,0352;9492,5325;243,8422;-0,0000;default broker;12042,9739;0,0000;0,0000;-309,3575;309,3575;-0,0000;VidyutVanika;-8813,0843;-1,4211;-1,4211;226,3887;-226,3887;-0,0230;TUC_TAC22;6262,6429;-2301,1121;0,0000;-160,8735;160,8735;-0,0000
1118;0,1220;-0,0415;8083,4230;269,9651;269,9327;default broker;13761,6797;0,0000;0,0000;-459,6039;459,6039;-0,0000;VidyutVanika;-2027,6337;-1,2789;-1,2789;67,7176;-67,7176;-0,0324;TUC_TAC22;-3650,6230;-1923,7200;0,0000;121,9212;-121,8920;-0,0000
1119;0,1235;-0,0352;25026,9876;253,7978;80,5699;default broker;15924,6775;0,0000;0,0000;-161,4916;63,0220;-0,0000;VidyutVanika;8502,3800;-1,2789;-1,2789;-86,2223;-5,9852;116,6499;TUC_TAC22;599,9301;-1365,5214;-1365,5214;-6,0839;-1,3065;135,0934
1120;0,1111;-0,0457;6262,3410;247,1589;247,1164;default broker;18083,6608;0,0000;0,0000;-713,7168;713,7168;-0,0000;VidyutVanika;-2526,6884;-1,2789;-1,2789;99,7221;-99,7221;-0,0425;TUC_TAC22;-9294,6314;-979,2561;0,0000;366,8358;-366,7097;-0,0000
1121;0,1760;-0,0508;17665,6781;584,4570;-0,0000;default broker;19242,1208;0,0000;0,0000;-636,6125;636,5696;-0,0000;VidyutVanika;6743,0759;-1,2789;-1,2789;-223,0901;223,0901;-0,0197;TUC_TAC22;-8319,5186;-2329,7027;0,0000;275,2456;-275,2271;-0,0000
1122;0,1361;-0,0491;13275,4645;476,1679;476,1390;default broker;20186,2009;0,0000;0,0000;-724,0441;723,9562;-0,0000;VidyutVanika;5165,3443;-1,2789;-1,2789;-185,2719;185,2719;-0,0289;TUC_TAC22;-12076,0807;-4155,6713;0,0000;433,1481;-433,0955;-0,0000
1123;0,1259;-0,0464;11684,6460;405,3281;405,2987;default broker;21414,8840;0,0000;0,0000;-742,8599;742,7520;-0,0000;VidyutVanika;4871,6666;-1,2789;-1,2789;-168,9930;168,9930;-0,0294;TUC_TAC22;-14601,9046;-4419,5812;0,0000;506,5248;-506,4512;-0,0000
1124;0,1346;-0,0451;5404,3446;214,7151;214,6647;default broker;22197,3775;0,0000;0,0000;-881,9039;881,4898;-0,0000;VidyutVanika;910,4094;-1,4684;-1,4684;-36,1707;36,1707;-0,0504;TUC_TAC22;-17703,4424;-5565,4834;0,0000;703,3594;-703,0292;-0,0000
1125;0,1152;-0,0368;6637,1685;200,4401;200,4133;default broker;21808,1575;0,0000;0,0000;-658,5986;658,4225;-0,0000;VidyutVanika;242,3632;-1,1368;-1,1368;-7,3193;7,3193;-0,0268;TUC_TAC22;-15413,3523;-5866,9265;0,0000;465,4777;-465,3533;-0,0000
1126;0,1187;-0,0445;-2779,4693;337,7042;0,0000;default broker;21436,4546;0,0000;0,0000;2604,5189;2604,5189;-0,0000;VidyutVanika;-4516,6157;960,0000;0,0000;-548,7666;-548,7666;-0,0000;TUC_TAC22;-19699,3082;3446,0260;2779,4693;-2393,4565;-2393,4565;337,7042
1127;0,0983;-0,0431;-5012,8693;517,6646;517,6646;default broker;21144,2169;0,0000;0,0000;2183,5025;2183,5025;-0,0000;VidyutVanika;-9090,5112;960,0000;0,0000;-938,7510;-938,7510;-0,0000;TUC_TAC22;-17066,5749;3339,1671;0,0000;-1762,4161;-1762,4161;-0,0000
1128;0,0959;-0,0429;-3579,8345;356,1512;356,1512;default broker;19982,0329;0,0000;0,0000;1987,9762;1987,9762;-0,0000;VidyutVanika;-9727,9792;960,0000;0,0000;-967,8190;-967,8190;-0,0000;TUC_TAC22;-13833,8881;3705,5104;0,0000;-1376,3084;-1376,3084;-0,0000
1129;0,0900;-0,0422;-9648,9807;961,3493;961,3493;default broker;18367,3635;0,0000;0,0000;1829,9811;1829,9811;-0,0000;VidyutVanika;-10327,7307;960,0000;0,0000;-1028,9747;-1028,9747;-0,0000;TUC_TAC22;-17688,6135;2303,3313;0,0000;-1762,3557;-1762,3557;-0,0000
1130;0,1041;-0,0433;-4434,6487;481,5006;481,5006;default broker;17296,8542;0,0000;0,0000;1878,0396;1878,0396;-0,0000;VidyutVanika;-5012,4554;1120,0000;0,0000;-544,2371;-544,2371;-0,0000;TUC_TAC22;-16719,0475;1861,7194;0,0000;-1815,3031;-1815,3031;-0,0000
1131;0,0988;-0,0389;-6285,2025;660,7596;660,7596;default broker;16372,9270;0,0000;0,0000;1721,2760;1721,2760;-0,0000;VidyutVanika;-8952,9646;1120,0000;0,0000;-941,2198;-941,2198;-0,0000;TUC_TAC22;-13705,1649;2401,8173;0,0000;-1440,8158;-1440,8158;-0,0000
1132;0,1070;-0,0451;-2321,2506;253,8739;253,8739;default broker;15259,1281;0,0000;0,0000;1668,8822;1668,8822;-0,0000;VidyutVanika;-317,4022;1120,0000;0,0000;-34,7141;-34,7141;-0,0000;TUC_TAC22;-17262,9765;1746,5220;0,0000;-1888,0420;-1888,0420;-0,0000
1133;0,1097;-0,0368;613,8387;22,2262;21,8029;default broker;14368,8249;0,0000;0,0000;-520,2750;520,2750;-0,0000;VidyutVanika;-145,3831;-11,8895;-11,8895;5,2641;-5,2641;-0,4233;TUC_TAC22;-13609,6031;-5708,7144;0,0000;492,7847;-474,0125;-0,0000
1134;0,1088;-0,0456;-8629,5980;1013,6355;0,0000;default broker;12397,1387;0,0000;0,0000;1456,1721;1456,1721;-0,0000;VidyutVanika;-8009,3239;1120,0000;0,0000;-940,7779;-940,7779;-0,0000;TUC_TAC22;-13017,4128;3657,2763;1791,2425;-1529,0297;-354,3349;222,6491
1135;0,1248;-0,0474;9292,0181;354,2368;354,1603;default broker;10195,2511;0,0000;0,0000;-388,6705;388,6705;-0,0000;VidyutVanika;-89,1108;-2,6526;-2,6526;3,3971;-3,3971;-0,0765;TUC_TAC22;-814,1222;-3828,6588;0,0000;31,0365;-31,0231;-0,0000
1136;0,1465;-0,0508;30638,2666;616,1886;-0,0000;default broker;8738,9988;0,0000;0,0000;-175,7564;175,7678;-0,0000;VidyutVanika;4345,3172;-1,8947;-1,8947;-87,3919;87,3919;0,0199;TUC_TAC22;17553,9506;-3585,0818;0,0000;-353,0404;353,0632;-0,0000
1137;0,1248;-0,0475;36476,7877;400,3635;49,5181;default broker;8267,8262;0,0000;0,0000;-90,7464;31,8440;-0,0000;VidyutVanika;2876,5850;-1,2789;-1,2789;-31,5729;3,6727;93,9098;TUC_TAC22;25332,3765;-4288,1513;-4288,1513;-278,0442;-93,9562;184,8409
1138;0,1298;-0,0482;45752,8999;112,9258;80,2573;default broker;8469,5388;0,0000;0,0000;-20,9042;46,9398;-0,0000;VidyutVanika;1469,7050;-1,2789;-1,2789;-3,6275;-2,9056;343,9919;TUC_TAC22;35813,6561;-4463,5884;-4463,5884;-88,3941;-341,9932;517,2181
1139;0,1324;-0,0482;44741,6190;153,2610;81,6530;default broker;9171,1390;0,0000;0,0000;-31,4154;46,1689;-0,0000;VidyutVanika;189,8448;-1,2789;-1,2789;-0,6503;-0,4607;333,7848;TUC_TAC22;35380,6353;-3829,3466;-3829,3466;-121,1952;-312,8124;477,2819
1140;0,1335;-0,0494;28081,6749;598,7654;-0,0000;default broker;9952,2443;0,0000;0,0000;-212,2046;212,2107;-0,0000;VidyutVanika;439,8584;-1,2789;-1,2789;-9,3788;9,3788;0,0086;TUC_TAC22;17689,5722;-2966,2183;0,0000;-377,1821;377,1930;-0,0000
1141;0,1111;-0,0456;27407,9394;498,2381;-0,0000;default broker;12073,4935;0,0000;0,0000;-219,4793;222,0705;-0,0000;VidyutVanika;-11423,7634;-1,2789;-1,2789;207,6681;-210,1198;-0,0237;TUC_TAC22;26758,2094;-1581,2742;-329,2292;-486,4269;-11,6086;2,9293
